NR_CRT,SIRUTA,JUDET,UAT,TIP_PROPRIETATE,NUMAR_IMOBILE_TEREN,SUPRAFATA_CADASTRATA_HA,SUPRAFATA_UAT_HA,NR_APARTAMENTE
1103,37770,BOTOSANI,Hude?ti,intravilan,897,251.3623,10282.87,2
1104,37618,BOTOSANI,Hane?ti,extravilan,1136,2235.1872,5972.84,0
1105,37618,BOTOSANI,Hane?ti,intravilan,255,65.2675,5972.84,7
1106,37823,BOTOSANI,Ibane?ti,extravilan,938,559.651,4680.77,0
1107,37823,BOTOSANI,Ibane?ti,intravilan,1083,332.2452,4680.77,3
1108,37850,BOTOSANI,Leorda,extravilan,651,1210.0719,4167.11,0
1109,37850,BOTOSANI,Leorda,intravilan,629,191.0899,4167.11,12
1110,39942,BOTOSANI,Lozna,extravilan,367,225.3139,2515.77,0
1111,39942,BOTOSANI,Lozna,intravilan,343,115.3647,2515.77,0
1112,37912,BOTOSANI,Lunca,extravilan,2673,1653.9995,7371.24,0
1113,37912,BOTOSANI,Lunca,intravilan,879,207.9025,7371.24,0
1114,37958,BOTOSANI,Manoleasa,extravilan,1124,2864.4599,9391.5,0
1115,37958,BOTOSANI,Manoleasa,intravilan,459,129.07,9391.5,0
1116,38063,BOTOSANI,Mihai Eminescu,extravilan,3794,4103.4616,8701.45,0
1117,38063,BOTOSANI,Mihai Eminescu,intravilan,3856,719.1912,8701.45,128
1118,38161,BOTOSANI,Mihaileni,extravilan,665,859.3611,2914.75,0
1119,38161,BOTOSANI,Mihaileni,intravilan,669,232.1955,2914.75,23
1120,38241,BOTOSANI,Mihala?eni,extravilan,1855,2592.1757,6312.85,0
1121,38241,BOTOSANI,Mihala?eni,intravilan,355,140.5628,6312.85,0
1122,38321,BOTOSANI,Mileanca,extravilan,1215,1772.6078,5896.54,0
1123,38321,BOTOSANI,Mileanca,intravilan,516,143.3956,5896.54,0
1124,38376,BOTOSANI,Mitoc,extravilan,821,1323.5883,4503.85,0
1125,38376,BOTOSANI,Mitoc,intravilan,344,114.8077,4503.85,5
1126,38456,BOTOSANI,Nic?eni,extravilan,1212,742.4534,4536.38,0
1127,38456,BOTOSANI,Nic?eni,intravilan,658,162.414,4536.38,5
1128,38544,BOTOSANI,Pomarla,extravilan,409,260.8599,5456.06,0
1129,38544,BOTOSANI,Pomarla,intravilan,653,237.491,5456.06,19
1130,38580,BOTOSANI,Prajeni,extravilan,553,764.4081,3515.16,0
1131,38580,BOTOSANI,Prajeni,intravilan,492,150.6221,3515.16,4
1132,38492,BOTOSANI,Paltini?,extravilan,1308,1300.4507,7552.67,0
1133,38492,BOTOSANI,Paltini?,intravilan,745,218.2576,7552.67,2
1134,38731,BOTOSANI,Ripiceni,extravilan,1037,2996.1885,5602.22,0
1135,38731,BOTOSANI,Ripiceni,intravilan,291,38.9447,5602.22,22
1136,38811,BOTOSANI,Roma,extravilan,1068,718.6027,4714.64,0
1137,38811,BOTOSANI,Roma,intravilan,786,189.4798,4714.64,12
1138,38848,BOTOSANI,Romane?ti,extravilan,704,472.2843,3926.66,0
1139,38848,BOTOSANI,Romane?ti,intravilan,325,70.5563,3926.66,0
1140,35839,BOTOSANI,Rachi?i,extravilan,2146,1970.1073,7154.85,0
1141,35839,BOTOSANI,Rachi?i,intravilan,1826,396.066,7154.85,49
1142,38633,BOTOSANI,Radau?i-Prut,extravilan,1785,1355.6367,7955.38,0
1143,38633,BOTOSANI,Radau?i-Prut,intravilan,675,167.5377,7955.38,11
1144,38679,BOTOSANI,Rauseni,extravilan,826,1393.4423,5104.42,0
1145,38679,BOTOSANI,Rauseni,intravilan,415,129.4714,5104.42,3
1146,38893,BOTOSANI,Santa Mare,extravilan,638,948.9687,6342.6,0
1147,38893,BOTOSANI,Santa Mare,intravilan,330,85.9775,6342.6,3
1148,35884,BOTOSANI,Stauceni,extravilan,1266,1316.1666,4344.22,0
1149,35884,BOTOSANI,Stauceni,intravilan,945,210.8172,4344.22,12
1150,38982,BOTOSANI,Suharau,extravilan,870,603.2885,10780.6,0
1151,38982,BOTOSANI,Suharau,intravilan,791,251.8468,10780.6,1
1152,39051,BOTOSANI,Suli?a,extravilan,812,3050.2792,6449.75,0
1153,39051,BOTOSANI,Suli?a,intravilan,803,249.6763,6449.75,32
1154,36060,BOTOSANI,Saveni,extravilan,1357,2144.9356,5895.94,0
1155,36060,BOTOSANI,Saveni,intravilan,1137,196.0569,5895.94,648
1156,39266,BOTOSANI,Todireni,extravilan,1635,1338.0362,5343.92,0
1157,39266,BOTOSANI,Todireni,intravilan,717,168.9427,5343.92,5
1158,39328,BOTOSANI,Tru?e?ti,extravilan,1776,3239.3459,10027.38,0
1159,39328,BOTOSANI,Tru?e?ti,intravilan,1055,266.6965,10027.38,147
1160,39391,BOTOSANI,Tudora,extravilan,495,581.3278,7425.57,0
1161,39391,BOTOSANI,Tudora,intravilan,1024,250.4969,7425.57,3
1162,39417,BOTOSANI,Ungureni,extravilan,2797,4056.1128,13648.28,0
1163,39417,BOTOSANI,Ungureni,intravilan,1218,330.3812,13648.28,11
1164,39532,BOTOSANI,Un?eni,extravilan,2057,2349.7003,6453.1,0
1165,39532,BOTOSANI,Un?eni,intravilan,810,210.9343,6453.1,4
1166,39658,BOTOSANI,Vii?oara,extravilan,923,1107.3411,4803.47,0
1167,39658,BOTOSANI,Vii?oara,intravilan,333,81.3614,4803.47,1
1168,39738,BOTOSANI,Vladeni,extravilan,1705,829.0138,6141.39,0
1169,39738,BOTOSANI,Vladeni,intravilan,1272,318.4865,6141.39,10
1170,39792,BOTOSANI,Vlasine?ti,extravilan,2479,2055.4043,6795.29,0
1171,39792,BOTOSANI,Vlasine?ti,intravilan,703,148.7763,6795.29,1
1172,39836,BOTOSANI,Vorniceni,extravilan,806,674.0577,6008.05,0
1173,39836,BOTOSANI,Vorniceni,intravilan,643,174.5199,6008.05,2
1174,39872,BOTOSANI,Vorona,extravilan,843,516.746,8275.73,0
1175,39872,BOTOSANI,Vorona,intravilan,1403,448.4163,8275.73,13
1176,39694,BOTOSANI,Varfu Campului,extravilan,1694,2141.1631,7192.17,0
1177,39694,BOTOSANI,Varfu Campului,intravilan,868,339.5212,7192.17,20
1178,39612,BOTOSANI,Vacule?ti,extravilan,1352,1815.5107,6043.98,0
1179,39612,BOTOSANI,Vacule?ti,intravilan,712,217.2679,6043.98,7
1180,39122,BOTOSANI,?endriceni,extravilan,1054,738.6057,6308.74,0
1181,39122,BOTOSANI,?endriceni,intravilan,999,361.2408,6308.74,22
1182,39168,BOTOSANI,?tefane?ti,extravilan,2946,3535.8125,9665.94,0
1183,39168,BOTOSANI,?tefane?ti,intravilan,1238,374.9353,9665.94,80
1184,39220,BOTOSANI,?tiubieni,extravilan,967,1648.9305,4802.24,0
1185,39220,BOTOSANI,?tiubieni,intravilan,442,119.649,4802.24,1
1186,42842,BRAILA,Berte?tii de Jos,extravilan,6568,6320.2216,13542.89,0
1187,42842,BRAILA,Berte?tii de Jos,intravilan,491,100.196,13542.89,11
1188,42913,BRAILA,Bordei Verde,extravilan,4233,5384.9777,8653.67,0
1189,42913,BRAILA,Bordei Verde,intravilan,514,116.9834,8653.67,14
1190,42682,BRAILA,Braila,extravilan,114,96.9768,4542.42,0
1191,42682,BRAILA,Braila,intravilan,20696,2241.5275,4542.42,28801
1192,42824,BRAILA,Baraganul,extravilan,1903,4422.3047,7286.87,0
1193,42824,BRAILA,Baraganul,intravilan,523,215.7846,7286.87,8
1194,44560,BRAILA,Cazasu,extravilan,2143,1728.0585,2723.14,0
1195,44560,BRAILA,Cazasu,intravilan,2710,406.428,2723.14,21
1196,42708,BRAILA,Chiscani,extravilan,3448,3949.6008,10580.41,0
1197,42708,BRAILA,Chiscani,intravilan,2613,934.0257,10580.41,70
1198,42968,BRAILA,Ciocile,extravilan,4385,4683.7175,7732.99,0
1199,42968,BRAILA,Ciocile,intravilan,288,52.4001,7732.99,0
1200,43019,BRAILA,Cire?u,extravilan,5818,5269.2014,10910.44,0
1201,43019,BRAILA,Cire?u,intravilan,520,204.2658,10910.44,17
1202,43073,BRAILA,Dude?ti,extravilan,5211,8715.8499,11756.85,0
1203,43073,BRAILA,Dude?ti,intravilan,654,181.7743,11756.85,13
1204,43117,BRAILA,Freca?ei,extravilan,1708,35402.9257,42977.25,0
1205,43117,BRAILA,Freca?ei,intravilan,239,235.8395,42977.25,0
1206,42753,BRAILA,Faurei,extravilan,561,933.5899,1745.51,0
1207,42753,BRAILA,Faurei,intravilan,692,148.807,1745.51,300
1208,43180,BRAILA,Galbenu,extravilan,2619,3765.9501,8357.7,0
1209,43180,BRAILA,Galbenu,intravilan,472,101.4979,8357.7,5
1210,43242,BRAILA,Gemenele,extravilan,2703,2724.2282,4491.7,0
1211,43242,BRAILA,Gemenele,intravilan,493,135.0741,4491.7,18
1212,43279,BRAILA,Gradi?tea,extravilan,2284,2655.5428,6455.67,0
1213,43279,BRAILA,Gradi?tea,intravilan,465,90.4356,6455.67,12
1214,43313,BRAILA,Gropeni,extravilan,3930,19322.1385,28738.32,0
1215,43313,BRAILA,Gropeni,intravilan,1089,183.2877,28738.32,12
1216,43331,BRAILA,Ianca,extravilan,6644,10076.474,18588.83,0
1217,43331,BRAILA,Ianca,intravilan,2150,569.7661,18588.83,608
1218,43466,BRAILA,Jirlau,extravilan,2151,1827.4427,5223.28,0
1219,43466,BRAILA,Jirlau,intravilan,624,146.0527,5223.28,17
1220,43625,BRAILA,Mircea Voda,extravilan,6977,7159.042,10643.55,0
1221,43625,BRAILA,Mircea Voda,intravilan,703,170.759,10643.55,11
1222,43652,BRAILA,Movila Miresii,extravilan,5263,4825.6444,8591.36,0
1223,43652,BRAILA,Movila Miresii,intravilan,1010,405.6927,8591.36,48
1224,43493,BRAILA,Mara?u,extravilan,2161,14144.464,19688.12,0
1225,43493,BRAILA,Mara?u,intravilan,334,108.0351,19688.12,7
1226,43563,BRAILA,Maxineni,extravilan,5262,8407.9994,13416.91,0
1227,43563,BRAILA,Maxineni,intravilan,1078,990.3065,13416.91,29
1228,43698,BRAILA,Racovi?a,extravilan,3107,3322.3746,5028.56,0
1229,43698,BRAILA,Racovi?a,intravilan,236,76.2243,5028.56,7
1230,43787,BRAILA,Romanu,extravilan,4036,5065.6124,7089.52,0
1231,43787,BRAILA,Romanu,intravilan,836,210.5251,7089.52,17
1232,43812,BRAILA,Ro?iori,extravilan,3423,3755.5063,7333.11,0
1233,43812,BRAILA,Ro?iori,intravilan,350,85.4211,7333.11,3
1234,43732,BRAILA,Ramnicelu,extravilan,3708,4071.377,7896.89,0
1235,43732,BRAILA,Ramnicelu,intravilan,535,155.2745,7896.89,27
1236,43867,BRAILA,Salcia Tudor,extravilan,4303,7409.8539,10708.45,0
1237,43867,BRAILA,Salcia Tudor,intravilan,663,166.2372,10708.45,11
1238,43929,BRAILA,Scor?aru Nou,extravilan,5273,7781.531,9815.04,0
1239,43929,BRAILA,Scor?aru Nou,intravilan,363,104.2174,9815.04,11
1240,43992,BRAILA,Sili?tea,extravilan,3939,8605.0817,11919.34,0
1241,43992,BRAILA,Sili?tea,intravilan,824,201.8665,11919.34,19
1242,44060,BRAILA,Stancu?a,extravilan,3541,5316.6804,21708.09,0
1243,44060,BRAILA,Stancu?a,intravilan,505,145.7825,21708.09,13
1244,42771,BRAILA,Surdila-Greci,extravilan,3146,6168.1153,9145.22,0
1245,42771,BRAILA,Surdila-Greci,intravilan,349,93.5487,9145.22,0
1246,44113,BRAILA,Surdila-Gaiseanca,extravilan,3248,2976.9474,6163.82,0
1247,44113,BRAILA,Surdila-Gaiseanca,intravilan,580,97.019,6163.82,6
1248,44177,BRAILA,Tichile?ti,extravilan,2671,2911.8941,6347.94,0
1249,44177,BRAILA,Tichile?ti,intravilan,1006,218.305,6347.94,18
1250,44202,BRAILA,Traian,extravilan,5130,10450.5824,16419.32,0
1251,44202,BRAILA,Traian,intravilan,1174,395.4219,16419.32,34
1252,44257,BRAILA,Tudor Vladimirescu,extravilan,6114,7425.9945,7888.82,0
1253,44257,BRAILA,Tudor Vladimirescu,intravilan,1802,462.2233,7888.82,27
1254,44300,BRAILA,Tufe?ti,extravilan,3553,3533.7271,7217.08,0
1255,44300,BRAILA,Tufe?ti,intravilan,946,157.0833,7217.08,9
1256,44328,BRAILA,Ulmu,extravilan,6199,4951.6204,10150.53,0
1257,44328,BRAILA,Ulmu,intravilan,735,165.987,10150.53,14
1258,44355,BRAILA,Unirea,extravilan,3703,4279.985,6819.24,0
1259,44355,BRAILA,Unirea,intravilan,895,234.6566,6819.24,12
1260,44435,BRAILA,Victoria,extravilan,3404,3736.8533,7524.04,0
1261,44435,BRAILA,Victoria,intravilan,483,112.6286,7524.04,7
1262,44505,BRAILA,Viziru,extravilan,6357,7153.9889,10565.05,0
1263,44505,BRAILA,Viziru,intravilan,916,203.6692,10565.05,30
1264,44462,BRAILA,Vi?ani,extravilan,2498,1737.3711,7678,0
1265,44462,BRAILA,Vi?ani,intravilan,336,454.576,7678,7
1266,44391,BRAILA,Vadeni,extravilan,4331,10092.1643,15582.25,0
1267,44391,BRAILA,Vadeni,intravilan,1781,694.0139,15582.25,39
1268,44532,BRAILA,Zavoaia,extravilan,4939,5176.1326,8855.71,0
1269,44532,BRAILA,Zavoaia,intravilan,483,108.9576,8855.71,13
1270,43411,BRAILA,Insura?ei,extravilan,12492,11985.8713,21270.37,0
1271,43411,BRAILA,Insura?ei,intravilan,1360,430.3241,21270.37,108
1272,44140,BRAILA,?u?e?ti,extravilan,4089,3888.0944,6798.23,0
1273,44140,BRAILA,?u?e?ti,intravilan,637,103.1934,6798.23,32
1274,40526,BRASOV,Apa?a,extravilan,229,2327.7715,5342.83,0
1275,40526,BRASOV,Apa?a,intravilan,1109,174.8967,5342.83,0
1276,42498,BRASOV,Augustin,extravilan,383,57.5787,1545.73,0
1277,42498,BRASOV,Augustin,intravilan,461,109.2236,1545.73,0
1278,40544,BRASOV,Beclean,extravilan,928,1065.7576,7299.63,0
1279,40544,BRASOV,Beclean,intravilan,1140,499.1444,7299.63,2
1280,40606,BRASOV,Bod,extravilan,736,1085.5057,3233.36,0
1281,40606,BRASOV,Bod,intravilan,4959,1430.5556,3233.36,252
1282,40633,BRASOV,Bran,extravilan,211,117.7214,7916.93,0
1283,40633,BRASOV,Bran,intravilan,7122,4556.6507,7916.93,79
1284,40198,BRASOV,Bra?ov,extravilan,1061,4799.0021,18690.61,0
1285,40198,BRASOV,Bra?ov,intravilan,49394,10851.9198,18690.61,80273
1286,40688,BRASOV,Budila,extravilan,1417,818.4882,6098.53,0
1287,40688,BRASOV,Budila,intravilan,1279,1362.6458,6098.53,11
1288,40704,BRASOV,Bune?ti,extravilan,478,4343.1225,14344.85,0
1289,40704,BRASOV,Bune?ti,intravilan,1156,254.6358,14344.85,5
1290,40768,BRASOV,Ca?a,extravilan,564,1552.6353,11967.29,0
1291,40768,BRASOV,Ca?a,intravilan,1477,306.9378,11967.29,0
1292,40820,BRASOV,Cincu,extravilan,494,7397.9107,11694.16,0
1293,40820,BRASOV,Cincu,intravilan,733,212.6696,11694.16,0
1294,40241,BRASOV,Codlea,extravilan,1343,1930.7574,12505.77,0
1295,40241,BRASOV,Codlea,intravilan,5709,3229.9365,12505.77,2316
1296,40857,BRASOV,Comana,extravilan,853,416.8848,9781.42,0
1297,40857,BRASOV,Comana,intravilan,837,116.8519,9781.42,0
1298,40900,BRASOV,Cristian,extravilan,437,280.3986,2420.58,0
1299,40900,BRASOV,Cristian,intravilan,5004,1933.82,2420.58,354
1300,42456,BRASOV,Crizbav,extravilan,3095,5073.6515,5309.32,0
1301,42456,BRASOV,Crizbav,intravilan,1280,236.1045,5309.32,13
1302,42480,BRASOV,Dragu?,extravilan,4208,1585.5086,4174.27,0
1303,42480,BRASOV,Dragu?,intravilan,650,295.1,4174.27,0
1304,40928,BRASOV,Dumbravi?a,extravilan,327,513.6266,10280.27,0
1305,40928,BRASOV,Dumbravi?a,intravilan,2693,746.3532,10280.27,12
1306,40955,BRASOV,Feldioara,extravilan,1383,3692.8303,7586.82,0
1307,40955,BRASOV,Feldioara,intravilan,2747,1308.4191,7586.82,808
1308,40991,BRASOV,Fundata,extravilan,357,316.7027,3265.77,0
1309,40991,BRASOV,Fundata,intravilan,1970,1625.2083,3265.77,9
1310,40278,BRASOV,Fagara?,extravilan,424,738.1189,3543.88,0
1311,40278,BRASOV,Fagara?,intravilan,5233,1454.3237,3543.88,9049
1312,40214,BRASOV,Ghimbav,extravilan,702,915.8737,2707.25,0
1313,40214,BRASOV,Ghimbav,intravilan,3846,1296.3394,2707.25,1499
1314,41177,BRASOV,Hoghiz,extravilan,177,3438.331,17830.11,0
1315,41177,BRASOV,Hoghiz,intravilan,1130,302.1676,17830.11,108
1316,42472,BRASOV,Holbav,extravilan,43,20.4694,2903.04,0
1317,42472,BRASOV,Holbav,intravilan,562,595.4032,2903.04,3
1318,41248,BRASOV,Homorod,extravilan,594,2960.321,11839.13,0
1319,41248,BRASOV,Homorod,intravilan,931,391.7384,11839.13,14
1320,41113,BRASOV,Harseni,extravilan,2065,7309.0761,15117.13,0
1321,41113,BRASOV,Harseni,intravilan,1138,737.0009,15117.13,5
1322,41033,BRASOV,Halchiu,extravilan,1270,1744.0282,5485.91,0
1323,41033,BRASOV,Halchiu,intravilan,2711,891.9723,5485.91,110
1324,41088,BRASOV,Harman,extravilan,1717,1276.0912,5491.61,0
1325,41088,BRASOV,Harman,intravilan,7714,2238.3546,5491.61,365
1326,41284,BRASOV,Jibert,extravilan,758,2447.0217,16618.27,0
1327,41284,BRASOV,Jibert,intravilan,1195,318.1212,16618.27,0
1328,41346,BRASOV,Lisa,extravilan,2176,709.4087,8905.03,0
1329,41346,BRASOV,Lisa,intravilan,985,2201.5799,8905.03,4
1330,41471,BRASOV,Moieciu,extravilan,241,172.9818,10999.56,0
1331,41471,BRASOV,Moieciu,intravilan,5331,6063.8669,10999.56,63
1332,41417,BRASOV,Mandra,extravilan,1285,1192.2309,8800.72,0
1333,41417,BRASOV,Mandra,intravilan,1562,383.8405,8800.72,7
1334,41382,BRASOV,Maieru?,extravilan,464,2716.9395,6485.42,0
1335,41382,BRASOV,Maieru?,intravilan,889,412.1238,6485.42,5
1336,41541,BRASOV,Ormeni?,extravilan,32,190.006,3237.76,0
1337,41541,BRASOV,Ormeni?,intravilan,301,62.0428,3237.76,0
1338,41621,BRASOV,Poiana Marului,extravilan,259,158.7299,6304.26,0
1339,41621,BRASOV,Poiana Marului,intravilan,2583,2431.1601,6304.26,26
1340,40303,BRASOV,Predeal,extravilan,56,366.0619,6331.1,0
1341,40303,BRASOV,Predeal,intravilan,2520,607.1471,6331.1,1272
1342,41667,BRASOV,Prejmer,extravilan,1484,1464.2612,5862.2,0
1343,41667,BRASOV,Prejmer,intravilan,4503,1985.1463,5862.2,298
1344,41578,BRASOV,Parau,extravilan,507,1851.2496,11652.15,0
1345,41578,BRASOV,Parau,intravilan,1475,376.5676,11652.15,0
1346,41701,BRASOV,Raco?,extravilan,91,461.3043,7470.46,0
1347,41701,BRASOV,Raco?,intravilan,655,277.0206,7470.46,0
1348,41738,BRASOV,Recea,extravilan,2453,2821.2452,16179.26,0
1349,41738,BRASOV,Recea,intravilan,2508,540.264,16179.26,15
1350,40394,BRASOV,Rupea,extravilan,587,1971.2316,7549.82,0
1351,40394,BRASOV,Rupea,intravilan,1329,414.718,7549.82,109
1352,40367,BRASOV,Ra?nov,extravilan,2111,4243.6958,15245,0
1353,40367,BRASOV,Ra?nov,intravilan,9560,6662.1242,15245,2226
1354,42464,BRASOV,Sambata de Sus,extravilan,2224,2559.7108,6975.74,0
1355,42464,BRASOV,Sambata de Sus,intravilan,1276,230.0527,6975.74,0
1356,41925,BRASOV,Sanpetru,extravilan,1266,534.1911,2843.21,0
1357,41925,BRASOV,Sanpetru,intravilan,9753,1456.8655,2843.21,2478
1358,40438,BRASOV,Sacele,extravilan,3390,12021.6695,32136.57,0
1359,40438,BRASOV,Sacele,intravilan,10718,2009.1216,32136.57,1769
1360,42058,BRASOV,Teliu,extravilan,180,125.584,5483.13,0
1361,42058,BRASOV,Teliu,intravilan,1681,1442.2041,5483.13,4
1362,42076,BRASOV,Ticu?u,extravilan,329,3619.7485,6950.76,0
1363,42076,BRASOV,Ticu?u,intravilan,499,159.7835,6950.76,0
1364,42003,BRASOV,Tarlungeni,extravilan,1379,1338.8749,13120.28,0
1365,42003,BRASOV,Tarlungeni,intravilan,5818,2807.2596,13120.28,150
1366,42101,BRASOV,Ucea,extravilan,2593,2678.3222,10299.91,0
1367,42101,BRASOV,Ucea,intravilan,1115,407.4888,10299.91,14
1368,42156,BRASOV,Ungra,extravilan,426,887.881,6846.11,0
1369,42156,BRASOV,Ungra,intravilan,444,194.7465,6846.11,15
1370,42183,BRASOV,Vama Buzaului,extravilan,430,5229.1266,16103.98,0
1371,42183,BRASOV,Vama Buzaului,intravilan,882,2773.2741,16103.98,8
1372,40465,BRASOV,Victoria,extravilan,3,.6443,185.03,0
1373,40465,BRASOV,Victoria,intravilan,812,704.3496,185.03,1781
1374,42236,BRASOV,Vi?tea,extravilan,6530,5454.3059,10042.46,0
1375,42236,BRASOV,Vi?tea,intravilan,1349,329.8376,10042.46,20
1376,42307,BRASOV,Voila,extravilan,2063,1438.381,8409.62,0
1377,42307,BRASOV,Voila,intravilan,1713,534.8619,8409.62,11
1378,42398,BRASOV,Vulcan,extravilan,1446,692.3111,4427.51,0
1379,42398,BRASOV,Vulcan,intravilan,2299,1043.1021,4427.51,66
1380,40492,BRASOV,Zarne?ti,extravilan,2868,743.6633,19823.2,0
1381,40492,BRASOV,Zarne?ti,intravilan,11891,6560.9339,19823.2,2936
1382,41818,BRASOV,?ercaia,extravilan,2016,2195.4487,9248.47,0
1383,41818,BRASOV,?ercaia,intravilan,1281,336.3911,9248.47,73
1384,41854,BRASOV,?inca,extravilan,3238,2643.9557,18046.95,0
1385,41854,BRASOV,?inca,intravilan,2303,1553.2476,18046.95,16
1386,42449,BRASOV,?inca Noua,extravilan,83,34.1259,8145.36,0
1387,42449,BRASOV,?inca Noua,intravilan,2683,6339.7548,8145.36,0
1388,41943,BRASOV,?oar?,extravilan,585,7084.1306,16984.84,0
1389,41943,BRASOV,?oar?,intravilan,996,279.0032,16984.84,0
1390,179141,BUCURESTI,Bucuresti Sectorul 1,extravilan,12,6.2454,6998.98,0
1391,179141,BUCURESTI,Bucuresti Sectorul 1,intravilan,52818,7170.2759,6998.98,116843
1392,179150,BUCURESTI,Bucuresti Sectorul 2,extravilan,1,0,3178.59,0
1393,179150,BUCURESTI,Bucuresti Sectorul 2,intravilan,29708,3311.4082,3178.59,121124
1394,179169,BUCURESTI,Bucuresti Sectorul 3,extravilan,2,.81,3410.48,0
1395,179169,BUCURESTI,Bucuresti Sectorul 3,intravilan,26611,2781.096,3410.48,147995
1396,179178,BUCURESTI,Bucuresti Sectorul 4,extravilan,2,2.1488,3388.09,0
1397,179178,BUCURESTI,Bucuresti Sectorul 4,intravilan,24608,2784.0885,3388.09,103454
1398,179187,BUCURESTI,Bucuresti Sectorul 5,extravilan,2,0,2883.91,0
1399,179187,BUCURESTI,Bucuresti Sectorul 5,intravilan,28925,2229.7154,2883.91,71091
1400,179196,BUCURESTI,Bucuresti Sectorul 6,intravilan,25561,3552.1206,4114.63,138298
1401,44863,BUZAU,Amaru,extravilan,2512,3333.115,6766.97,0
1402,44863,BUZAU,Amaru,intravilan,628,283.93996,6766.97,2
1403,44934,BUZAU,Balta Alba,extravilan,1388,2892.1147,8471.49,0
1404,44934,BUZAU,Balta Alba,intravilan,693,373.002442,8471.49,0
1405,45003,BUZAU,Beceni,extravilan,969,1429.611,7643.09,0
1406,45003,BUZAU,Beceni,intravilan,946,197.4644,7643.09,26
1407,45101,BUZAU,Berca,extravilan,836,603.2715,7431.33,0
1408,45101,BUZAU,Berca,intravilan,1994,425.307433,7431.33,550
1409,45245,BUZAU,Bisoca,extravilan,273,276.0055,7271.67,0
1410,45245,BUZAU,Bisoca,intravilan,159,71.0545,7271.67,0
1411,45334,BUZAU,Blajani,extravilan,248,112.3334,2280.63,0
1412,45334,BUZAU,Blajani,intravilan,165,35.7082,2280.63,0
1413,45361,BUZAU,Boldu,extravilan,4044,4340.2131,7177.53,0
1414,45361,BUZAU,Boldu,intravilan,382,74.948813,7177.53,4
1415,45389,BUZAU,Bozioru,extravilan,99,43.4698,3668.95,0
1416,45389,BUZAU,Bozioru,intravilan,160,44.128,3668.95,0
1417,45619,BUZAU,Breaza,extravilan,1291,778.2551,5006.17,0
1418,45619,BUZAU,Breaza,intravilan,818,158.8845,5006.17,2
1419,45496,BUZAU,Bradeanu,extravilan,4440,3290.3146,7540.78,0
1420,45496,BUZAU,Bradeanu,intravilan,546,113.1257,7540.78,0
1421,45539,BUZAU,Brae?ti,extravilan,114,173.6312,4658.49,0
1422,45539,BUZAU,Brae?ti,intravilan,160,30.392,4658.49,0
1423,45673,BUZAU,Buda,extravilan,393,231.0789,4400.51,0
1424,45673,BUZAU,Buda,intravilan,341,63.6632,4400.51,0
1425,44818,BUZAU,Buzau,extravilan,1876,2736.1279,8178.65,0
1426,44818,BUZAU,Buzau,intravilan,14685,3003.302882,8178.65,18721
1427,44989,BUZAU,Balaceanu,extravilan,1350,1312.0753,3147.47,0
1428,44989,BUZAU,Balaceanu,intravilan,256,65.3937,3147.47,0
1429,45815,BUZAU,C.A. Rosetti,extravilan,5377,6221.218,11134.68,0
1430,45815,BUZAU,C.A. Rosetti,intravilan,765,284.6069,11134.68,0
1431,45753,BUZAU,Calvini,extravilan,486,1466.3518,5916.42,0
1432,45753,BUZAU,Calvini,intravilan,646,155.523065,5916.42,0
1433,46019,BUZAU,Cernate?ti,extravilan,1659,817.6002,5042.81,0
1434,46019,BUZAU,Cernate?ti,intravilan,766,135.463754,5042.81,13
1435,46108,BUZAU,Chiliile,extravilan,152,161.0316,3567.54,0
1436,46108,BUZAU,Chiliile,intravilan,62,39.1658,3567.54,0
1437,46180,BUZAU,Chiojdu,extravilan,576,4792.9087,12865.72,0
1438,46180,BUZAU,Chiojdu,intravilan,847,137.58306,12865.72,4
1439,46251,BUZAU,Cilibia,extravilan,3858,4484.6093,4972.12,0
1440,46251,BUZAU,Cilibia,intravilan,1643,489.4545,4972.12,18
1441,46313,BUZAU,Cislau,extravilan,375,694.9754,6199.12,0
1442,46313,BUZAU,Cislau,intravilan,948,166.321063,6199.12,36
1443,46377,BUZAU,Cochirleanca,extravilan,1357,1726.5711,7846.74,0
1444,46377,BUZAU,Cochirleanca,intravilan,909,268.0138,7846.74,2
1445,46439,BUZAU,Col?i,extravilan,33,4.9266,3493.53,0
1446,46439,BUZAU,Col?i,intravilan,107,16.547523,3493.53,0
1447,46484,BUZAU,Coste?ti,extravilan,1069,884.3501,6082.16,0
1448,46484,BUZAU,Coste?ti,intravilan,1975,594.947891,6082.16,0
1449,46554,BUZAU,Cozieni,extravilan,270,510.1695,5558.74,0
1450,46554,BUZAU,Cozieni,intravilan,456,112.278588,5558.74,8
1451,45888,BUZAU,Cane?ti,extravilan,64,43.9247,3100.5,0
1452,45888,BUZAU,Cane?ti,intravilan,61,28.0322,3100.5,0
1453,45959,BUZAU,Catina,extravilan,240,270.544,3803.58,0
1454,45959,BUZAU,Catina,intravilan,511,70.6792,3803.58,0
1455,50564,BUZAU,Florica,extravilan,1775,1516.7038,4209.1,0
1456,50564,BUZAU,Florica,intravilan,319,88.336106,4209.1,0
1457,46830,BUZAU,Ghergheasa,extravilan,4142,2005.0641,5582.86,0
